f0,f1,f2,f3,f4
2.2289248681218714,0.7799187922401146,0.4384092314408935,0.7234651778309412,0.9779895119966027
3.615487611231301,0.5011204636599379,0.07205113335976154,0.26843898010187117,0.49988250082555996
4.037689988362821,0.8037390361043755,0.3809411331485384,0.06593634690590511,0.28814559930799355
4.728780583158841,0.2133853535799155,0.4521239618176831,0.9312060196890217,0.024899227550348013
3.801646752392368,0.9501295004136456,0.2303028790209648,0.5484899192360304,0.9091283748867313
2.3995083372777506,0.5234125806737658,0.7504098591020348,0.6690132408839138,0.4677528597449807
2.614547270893385,0.49076588909107044,0.372384689385059,0.4774011548515884,0.36589038578059296
4.513753982927781,0.7686475065195093,0.31399467721266217,0.572625332643954,0.2760490483306951
3.358528797639201,0.3529783659443947,0.6573994627797582,0.3703510829880352,0.45909297789143144
4.157972367527124,0.4129918291138346,0.9064232691643387,0.1804516192026816,0.7411188729132643
3.267122130929421,0.42645357268494233,0.6343798686338388,0.5229062010283453,0.4148859784394432
2.0042806416882746,0.09226234584675208,0.7093943937252127,0.5243455967651972,0.6961604635169689
4.866404969008778,0.6829138543754175,0.05312869067295756,0.30885268486379713,0.592594687323373
2.705361221772393,0.9649709995361269,0.9450482237927939,0.8484008808376887,0.47232399628840227
4.524430144695192,0.13111064234791392,0.3087336572978354,0.46299639415441707,0.7418472006834668
3.45747568612669,0.13687611879745087,0.34353652970435833,0.324426169672443,0.30041890431803975
2.496504201397362,0.414901772573252,0.44812065750272334,0.7749003758140172,0.7963907007825485
3.567170384004836,0.4606302961632769,0.7782136015438966,0.8872889518527348,0.6749187698667877
4.401437146995391,0.9391113537321853,0.040655809436685786,0.8756717248700833,0.2765630724511342
3.427293498272733,0.7967609569319023,0.71724223227523,0.14714757194169303,0.6587482589541455
2.2077562100295065,0.35707062835287895,0.8128295501637063,0.4277048330275506,0.5998544375434464
4.184483849441401,0.8212276083065595,0.7605151199802831,0.0071432752789984955,0.4202568336725351
3.389408654114442,0.05549950311272267,0.5414421320952196,0.6077707514438672,0.8284531949961254
4.825427804574345,0.12814785400273287,0.23043067441021947,0.6591583970705609,0.13247398881674854
2.672235910838958,0.5748625875891491,0.16952372356620915,0.7822301513237783,0.8569756261117601
2.101022613508545,0.5326448049436736,0.7969513574435644,0.9751396811571157,0.27425859319442125
2.5073031900961498,0.8767009301816353,0.9091824637608487,0.19753288946715686,0.4415297427026398
4.15769642507701,0.8453451587639734,0.16827530536724433,0.664968962904761,0.8078354592960695
3.6491423624021824,0.16471665877901287,0.03552880483036336,0.28153381784849374,0.8078708464535516
2.134298782535417,0.008216505039312039,0.36161664771205726,0.06362228569855188,0.1494863033242304
2.0695711042980864,0.5247198367686319,0.6966959021894129,0.42705349301372764,0.13457045864468764
2.9940716328872172,0.5903458543063351,0.9406613933963881,0.9925577191726402,0.2416029166538498
2.0317397208150374,0.8306403259938047,0.9266129377700566,0.45860347976796934,0.7714423445636822
4.598597102253173,0.6096147983345592,0.8726271831441871,0.023903026142330863,0.27159522025956384
2.831658748082886,0.12063242830615817,0.9107134542882382,0.030439266665623133,0.6725610295221127
2.214019061771622,0.36078049378522115,0.4180995426775659,0.18140428905736694,0.5210141032821763
3.604975282783747,0.31704388193619615,0.7370880595522907,0.1602024106191695,0.19250821895985537
3.063533054136818,0.3783761334314193,0.20628585650065434,0.9187092051422681,0.8280935695469476
2.320630232769924,0.369485915660384,0.23267109563197375,0.4510786029505425,0.2763171862107934
3.50542067335527,0.9226031530779568,0.3825111389298338,0.6501283286286327,0.5956211130203741
4.255860683426622,0.06166533016986864,0.7448236736818096,0.9462759271724278,0.6035595516954865
2.8627398263597006,0.6723692184292864,0.7120487867813948,0.656450286538602,0.14693031569354353
4.920426704809103,0.9553834518208789,0.4246255327956413,0.5936373294088721,0.039628573866894334
4.965903003685816,0.8187449926232988,0.6365023424296673,0.7610847442216859,0.18802992858258616
2.922963770278555,0.24639364428572086,0.5960491201251504,0.09190485216377231,0.895609985214942
3.386827826392183,0.4448123649543787,0.10471130357324376,0.6849040370601138,0.8168939943424481
3.888650514386996,0.24202260746413284,0.7854207215855097,0.14567943338343392,0.8272763289795971
3.7421161118356574,0.2893728115784362,0.513243399843739,0.628851403064647,0.2585894985926458
4.540719681379922,0.42125370859927336,0.8923374572552321,0.8354685611475348,0.09934751415963061
3.938762328346377,0.3104945664957425,0.7540531969831749,0.5426316574477315,0.457598874651717
4.686100353611186,0.057253559800167664,0.5573176258679793,0.3279110992966764,0.035273336313462744
4.260555556108753,0.5617406560688765,0.8941453369562156,0.5982612275718309,0.337034279430268
4.95565896613864,0.1157140506093054,0.05260174257878858,0.7326219094520809,0.37087489928948425
3.08439523588561,0.8765321564895722,0.3272936465153866,0.8889885968841091,0.6439879792316223
2.987148631660286,0.05953265441246691,0.2451093526405581,0.9684132012168495,0.405267640233955
2.4801003843359837,0.2980132492008535,0.8995757788613248,0.16497671550850213,0.7778600665672813
2.4045938941906906,0.9613937134379236,0.5302053860915623,0.04316993559752147,0.9309546777401997
3.074676633377366,0.7314212789001067,0.5237080147997484,0.09258180314495723,0.10605921802055862
2.44767485207326,0.16120000921684696,0.05275579312450329,0.047013165032900206,0.9484282960587186
2.273875369968843,0.5083516758883896,0.11862982037357617,0.21478785120871058,0.7630720727810838
4.814404463085047,0.4697126947232173,0.005641953918997911,0.999208301397325,0.04777321268593582
3.16834371209161,0.5390567006816359,0.8917334375542192,0.8231121116605418,0.6093866410446241
3.195806872927597,0.8344787191622668,0.8690583863056699,0.8719049073459855,0.7176364354133487
2.2933620319337518,0.29857942813439897,0.48592205598747296,0.5050533672013412,0.8328734127375139
2.7135103211087674,0.6645907555488578,0.3741998974615941,0.7754825532263566,0.1957743293224542
3.4298818801790816,0.10355858036340682,0.21199017413297783,0.9351746863442698,0.3160471105078284
4.678931012269995,0.5243030874856213,0.03903315147522535,0.7929816823338568,0.05195689513248958
4.480830585091969,0.0087991107002795,0.6741113273466744,0.16571392474611746,0.3428752381260801
4.858254184386045,0.4862334731308532,0.6574263851618577,0.7407350962614845,0.10992797653721198
4.516387274332934,0.9139199387225516,0.15542065234940894,0.5462384288947734,0.2835051231872592
4.221940192579368,0.028270392857499327,0.512547003441387,0.7928148553566389,0.7347369077925268
2.324551494300923,0.8329401087337758,0.2378407301170733,0.8077876312168312,0.49712883186244583
2.4824772954118823,0.7340406775670077,0.807912952139197,0.6989011499859489,0.9648463390269616
2.7684333536178536,0.23576232699798172,0.14723009181160007,0.5394062099506569,0.39944882238571555
3.0699861461437203,0.4603046009318612,0.27454222792907357,0.004260377665059822,0.47175068885141214
2.8276535495244395,0.4497836089298881,0.9288751140115937,0.17900540683472177,0.6374835780068095
3.9332446887873216,0.281293183556632,0.4708879967290682,0.9696116416313242,0.34246012540114046
4.1370355473565485,0.8402191556813096,0.3606911077169659,0.9899141340532303,0.6258692404776313
3.502955811781767,0.7149075175062505,0.4238299338665591,0.7123267228435931,0.27480238333460283
4.781624943037065,0.5419628379337594,0.24164949358725563,0.4371966684315023,0.8950965406208952
4.421165957216338,0.48446895203866336,0.3517016767403299,0.3762474141022907,0.981195357595743
2.3366383553950985,0.8890238955692091,0.8576088734266992,0.22438840593729437,0.34935873416797913
3.7086796601762995,0.8023927037402467,0.9504454053381364,0.991808703583101,0.2812317068822252
2.577090723022552,0.48772515266748817,0.5575639009340683,0.6567046803932749,0.10759113231433648
3.93906805806546,0.9213790806783381,0.9152010678295414,0.9437739993000753,0.9223395975318839
4.882333482447927,0.048692537116349466,0.9160181907022661,0.27121280789210334,0.3206657354661555
3.3758427228438888,0.9552803950076347,0.6050889026557299,0.3526932166520369,0.37415764755276726
4.714785466469502,0.8223475682359707,0.13753772023597588,0.24868186615716859,0.3719452010692397
2.650225970870519,0.5634817527136177,0.2236387599459807,0.5749244964469973,0.9360246214061883
4.5460279266007575,0.09926346308256806,0.20690479837042774,0.41274924226399945,0.6461275766592475
3.1596990885046554,0.25161236834020884,0.344659037128738,0.20401358652979107,0.8618667195226829
4.0917551370299865,0.4110291024059428,0.7004314282099708,0.5197293174787262,0.5262622111585703
3.1020668253918595,0.4882183585723071,0.9855162416953693,0.784464867312748,0.8277002926517436
2.373115554272545,0.504273983084654,0.36690094040206267,0.08890697072754417,0.3952770262363481
2.222563024196775,0.23401971446524739,0.7987627112516095,0.686217476243966,0.6985466383465934
2.238073630792441,0.16398227758722628,0.021584144070867173,0.09751452691002915,0.10121880242811643
4.880434074863301,0.8939512634713341,0.20425397855343008,0.25381295470761933,0.9608778491357932
